filename,speaker,text,sentiment,emotion
call_83.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_84.wav,agent,"Hello, this is Mike from Bright Broadband. Are you interested in a faster plan?",POSITIVE,Happy
call_84.wav,customer,"Maybe, depends on the cost.",NEUTRAL,Calm
call_84.wav,agent,We have a 50% discount this week on all new connections.,POSITIVE,Happy
call_84.wav,customer,That’s a good offer. How can I apply?,POSITIVE,Happy
call_85.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_85.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_85.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_85.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_86.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_86.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_86.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_86.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_87.wav,agent,"Hello, this is Mike from Bright Broadband. Are you interested in a faster plan?",POSITIVE,Happy
call_87.wav,customer,"Maybe, depends on the cost.",NEUTRAL,Calm
call_87.wav,agent,We have a 50% discount this week on all new connections.,POSITIVE,Happy
call_87.wav,customer,That’s a good offer. How can I apply?,POSITIVE,Happy
call_88.wav,agent,"Hello, this is Mike from Bright Broadband. Are you interested in a faster plan?",POSITIVE,Happy
call_88.wav,customer,"Maybe, depends on the cost.",NEUTRAL,Calm
call_88.wav,agent,We have a 50% discount this week on all new connections.,POSITIVE,Happy
call_88.wav,customer,That’s a good offer. How can I apply?,POSITIVE,Happy
call_89.wav,agent,"Hello, this is Mike from Bright Broadband. Are you interested in a faster plan?",POSITIVE,Happy
call_89.wav,customer,"Maybe, depends on the cost.",NEUTRAL,Calm
call_89.wav,agent,We have a 50% discount this week on all new connections.,POSITIVE,Happy
call_89.wav,customer,That’s a good offer. How can I apply?,POSITIVE,Happy
call_90.wav,agent,Hi! I’m from ABC CRM. Do you currently use any CRM software?,NEUTRAL,Calm
call_90.wav,customer,"Yes, but it’s slow and expensive.",NEGATIVE,Frustrated
call_90.wav,agent,"Our software is faster, affordable, and integrates with WhatsApp.",POSITIVE,Happy
call_90.wav,customer,That’s great. Can you send me a demo link?,POSITIVE,Happy
call_91.wav,agent,Hi! I’m from ABC CRM. Do you currently use any CRM software?,NEUTRAL,Calm
call_91.wav,customer,"Yes, but it’s slow and expensive.",NEGATIVE,Frustrated
call_91.wav,agent,"Our software is faster, affordable, and integrates with WhatsApp.",POSITIVE,Happy
call_91.wav,customer,That’s great. Can you send me a demo link?,POSITIVE,Happy
call_92.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_92.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_92.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_92.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_93.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_93.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_93.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_93.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_94.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_94.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_94.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_94.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_95.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_95.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_95.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_95.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_96.wav,agent,"Hello, this is Mike from Bright Broadband. Are you interested in a faster plan?",POSITIVE,Happy
call_96.wav,customer,"Maybe, depends on the cost.",NEUTRAL,Calm
call_96.wav,agent,We have a 50% discount this week on all new connections.,POSITIVE,Happy
call_96.wav,customer,That’s a good offer. How can I apply?,POSITIVE,Happy
call_97.wav,agent,Hi! I’m from ABC CRM. Do you currently use any CRM software?,NEUTRAL,Calm
call_97.wav,customer,"Yes, but it’s slow and expensive.",NEGATIVE,Frustrated
call_97.wav,agent,"Our software is faster, affordable, and integrates with WhatsApp.",POSITIVE,Happy
call_97.wav,customer,That’s great. Can you send me a demo link?,POSITIVE,Happy
call_98.wav,agent,Hi! I’m from ABC CRM. Do you currently use any CRM software?,NEUTRAL,Calm
call_98.wav,customer,"Yes, but it’s slow and expensive.",NEGATIVE,Frustrated
call_98.wav,agent,"Our software is faster, affordable, and integrates with WhatsApp.",POSITIVE,Happy
call_98.wav,customer,That’s great. Can you send me a demo link?,POSITIVE,Happy
call_99.wav,agent,Hello! I’m calling from XYZ Insurance. How are you today?,NEUTRAL,Calm
call_99.wav,customer,"I’m doing good, thank you. What is this about?",POSITIVE,Happy
call_99.wav,agent,We’re offering a new health plan with flexible monthly pricing.,POSITIVE,Happy
call_99.wav,customer,Sounds interesting. How much does it cost?,NEUTRAL,Calm
call_100.wav,agent,"Hello, this is Mike from Bright Broadband. Are you interested in a faster plan?",POSITIVE,Happy
call_100.wav,customer,"Maybe, depends on the cost.",NEUTRAL,Calm
call_100.wav,agent,We have a 50% discount this week on all new connections.,POSITIVE,Happy
call_100.wav,customer,That’s a good offer. How can I apply?,POSITIVE,Happy
call_4.wav,Customer,hi
call_4.wav,Sales Agent,i'm from a b c c r m
call_4.wav,Customer,do
call_4.wav,Sales Agent,you currently use any crm software
call_4.wav,Sales Agent,yes but it slow and expensive
call_4.wav,Sales Agent,our software is foster affordable and integrates with what's up
call_4.wav,Customer,that's
call_4.wav,Sales Agent,great can you send me a demo or ling
call_6.wav,Customer,hi
call_6.wav,Sales Agent,i'm from a b c c r m
call_6.wav,Customer,do
call_6.wav,Sales Agent,you currently use any crm software
call_6.wav,Sales Agent,yes but it slow and expensive
call_6.wav,Sales Agent,our software is foster affordable and integrates with what's up
call_6.wav,Customer,that's
call_6.wav,Sales Agent,great can you send me a demo or ling
call_6.wav,Sales Agent,hi
call_6.wav,Customer,i'm from a b c c r m
call_6.wav,Sales Agent,do
call_6.wav,Customer,you currently use any crm software
call_6.wav,Sales Agent,yes but it slow and expensive
call_6.wav,Customer,our software is foster affordable and integrates with what's up
call_6.wav,Sales Agent,that's
call_6.wav,Customer,great can you send me a demo or ling
call_1.wav,Sales Agent,hello
call_1.wav,Customer,i'm calling from x y said insurance how are you today
call_1.wav,Sales Agent,i'm
call_1.wav,Customer,i'm doing good thank you
call_1.wav,Sales Agent,which
call_1.wav,Customer,is this about
call_1.wav,Sales Agent,we're
call_1.wav,Customer,offering a new health plan with flexible monthly pricing
call_1.wav,Sales Agent,sounds
call_1.wav,Customer,interesting how much does it cost
call_2.wav,Sales Agent,hi
call_2.wav,Customer,i'm from a b c c r m
call_2.wav,Sales Agent,do
call_2.wav,Customer,you currently use any crm software
call_2.wav,Sales Agent,yes but it slow and expensive
call_2.wav,Customer,our
call_2.wav,Sales Agent,software is foster affordable and integrates with what's up
call_2.wav,Customer,that's
call_2.wav,Sales Agent,greed can you send me a damn or ling
call_3.wav,Sales Agent,hello
call_3.wav,Customer,this
call_3.wav,Sales Agent,is mike from bright broadband are you interested in a foster plan
call_3.wav,Customer,maybe
call_3.wav,Sales Agent,depends on the cost
call_3.wav,Customer,we
call_3.wav,Sales Agent,have a fifty percent discount this week on all new connections
call_3.wav,Customer,that's a good offer how can i apply
call_8.wav,Sales Agent,hello
call_8.wav,Customer,this
call_8.wav,Sales Agent,is mike from bright broadband are you interested in a foster plan
call_8.wav,Customer,maybe
call_8.wav,Sales Agent,depends on the cost
call_8.wav,Customer,we
call_8.wav,Sales Agent,have a fifty percent discount this week on all new connections
call_8.wav,Customer,that's a good offer how can i apply
